,#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
26,1076,Keith Bogans,671,14527,4257,1482,3759,39.4,714,2020,35.3,579,809,71.6,391,1426,1817,866,429,68,574,48.9,51.7
27,1077,Desmond Bane,244,7069,4253,1552,3315,46.8,648,1561,41.5,501,570,87.9,156,864,1020,810,232,89,408,56.6,59.6
28,1078,Bismack Biyombo,839,16383,4251,1653,3091,53.5,0,3,0.0,945,1708,55.3,1606,3345,4951,551,217,1077,766,53.5,55.3
29,1079,Charlie Johnson,521,9972,4241,1935,4507,42.9,,,,371,491,75.6,423,763,1318,973,534,40,160,42.9,44.9
30,1080,Tony Massenburg,683,12290,4238,1638,3484,47.0,1,11,9.1,961,1363,70.5,1054,1910,2964,266,261,322,685,47.0,51.9
31,1081,Jack McMahon,524,14228,4237,1615,4790,33.7,,,,1007,1580,63.7,,,1390,1939,,,,33.7,38.6
32,1082,Don Adams,487,12407,4236,1682,4186,40.2,,,,872,1180,73.9,364,844,2732,869,283,55,,40.2,45.0
33,1083,Wesley Johnson,609,13472,4235,1629,4028,40.4,614,1823,33.7,363,490,74.1,337,1587,1924,645,468,402,525,48.1,49.9
34,1084,George King,411,13408,4219,1517,3971,38.2,,,,1185,1847,64.2,,,1606,1958,,,,38.2,44.1
35,1085,Howard Porter,457,8534,4215,1838,3922,46.9,,,,539,672,80.2,501,1070,1872,211,156,212,55,46.9,50.0
36,1086,George Johnson,464,9878,4214,1704,3684,46.3,21,111,18.9,785,1008,77.9,831,1779,2610,817,432,284,879,46.5,51.0
37,1086,Kendrick Perkins,782,17162,4214,1705,3219,53.0,0,14,0.0,804,1353,59.4,1305,3227,4532,813,263,903,1233,53.0,55.2
38,1088,John Gianelli,541,13650,4210,1798,3823,47.0,0,0,0.0,614,875,70.2,967,2071,3188,832,225,476,275,47.0,50.0
39,1088,Nenad Krstic,419,10548,4210,1724,3493,49.4,2,14,14.3,760,1041,73.0,772,1489,2261,346,162,286,497,49.4,53.3
40,1090,JaMychal Green,544,10933,4208,1579,3311,47.7,430,1170,36.8,620,791,78.4,891,2095,2986,496,298,226,570,54.2,57.5
41,1091,Bob Leonard,426,11632,4204,1574,4510,34.9,,,,1056,1418,74.5,,,1217,1427,,,,34.9,40.9
42,1092,Michael Porter Jr.,268,7443,4199,1595,3199,49.9,650,1585,41.0,359,445,80.7,336,1333,1669,320,156,163,298,60.0,61.8
43,1092,Foots Walker,658,15036,4199,1538,3537,43.5,10,44,22.7,1113,1460,76.2,459,1227,1686,3111,992,83,792,43.6,50.2
44,1094,Delonte West,432,11840,4198,1601,3571,44.8,376,1012,37.2,620,751,82.6,213,1052,1265,1540,465,179,702,50.1,53.8
45,1095,Tom Burleson,446,9425,4190,1568,3526,44.5,0,3,0.0,1054,1452,72.6,918,1876,2794,601,312,591,236,44.5,50.3
46,1096,Bobby Simmons,466,11510,4189,1551,3552,43.7,378,955,39.6,709,862,82.3,559,1232,1791,710,396,83,522,49.0,53.3
47,1097,Sebastian Telfair,564,12150,4183,1542,3953,39.0,361,1133,31.9,738,950,77.7,151,747,898,1960,413,75,859,43.6,47.8
48,1098,David Wingate,740,13244,4166,1690,3798,44.5,79,290,27.2,707,958,73.8,445,975,1420,1376,597,122,853,45.5,49.4
49,1099,Odie Spears,479,8104,4161,1488,4066,36.6,,,,1185,1554,76.3,,,1409,917,,,,36.6,43.8
50,1099,Alvin Williams,460,12610,4161,1664,3950,42.1,208,664,31.3,625,822,76.0,252,888,1140,1877,549,109,623,44.8,48.3
0,,,,,,,,,,,,,,,,,,,,,,,
1,1101,Jerry Sichting,598,12732,4141,1789,3531,50.7,48,177,27.1,515,601,85.7,196,621,817,1962,439,19,657,51.3,54.6
2,1102,Marvin Webster,579,12966,4137,1575,3223,48.9,2,6,33.3,985,1597,61.7,1419,2625,4044,722,219,828,835,48.9,52.7
3,1103,Michael Olowokandi,500,13132,4135,1788,4109,43.5,0,0,0.0,559,936,59.7,951,2463,3414,327,226,697,898,43.5,45.7
4,1104,Dante Cunningham,715,14875,4133,1772,3777,46.9,216,626,34.5,373,575,64.9,804,1872,2676,506,459,336,352,49.8,51.3
5,1105,Jim Krebs,515,10661,4128,1696,4188,40.5,,,,736,975,75.5,,,3177,429,,,,40.5,44.7
6,1106,Chucky Brown,694,11959,4125,1712,3487,49.1,22,97,22.7,679,972,69.9,665,1483,2148,549,228,216,537,49.4,52.7
7,1107,Jim McElroy,418,10178,4120,1636,3494,46.8,7,34,20.6,841,1101,76.4,242,578,820,1462,384,127,610,46.9,51.8
8,1107,Aaron Williams,715,12001,4120,1572,3190,49.3,1,16,6.3,975,1318,74.0,1016,1774,2790,485,282,539,663,49.3,54.6
9,1109,Carlos Delfino,507,11581,4115,1472,3669,40.1,678,1856,36.5,493,650,75.8,287,1528,1815,887,461,88,509,49.4,52.0
10,1110,Glen Davis,514,10865,4111,1614,3611,44.7,10,55,18.2,873,1247,70.0,731,1505,2236,457,357,173,528,44.8,49.4
11,1111,Saddiq Bey,292,8804,4103,1372,3360,40.8,650,1846,35.2,709,842,84.2,415,1117,1532,538,246,54,281,50.5,55.0
12,1111,Franz Wagner,231,7375,4103,1526,3189,47.9,320,965,33.2,731,860,85.0,226,840,1066,783,221,79,423,52.9,57.5
13,1113,Clemon Johnson,761,13310,4102,1699,3454,49.2,0,5,0.0,704,1134,62.1,1276,2232,3508,744,349,715,767,49.2,51.9
14,1114,Jim Brewer,703,15936,4099,1785,3983,44.8,1,13,7.7,528,925,57.1,1660,2798,4458,1038,556,510,332,44.8,46.7
15,1115,Greg Smith,524,12269,4097,1737,3607,48.2,,,,623,965,64.6,94,184,3249,969,63,12,,48.2,50.8
16,1116,Fred Foster,523,9116,4093,1701,4107,41.4,,,,691,950,72.7,132,162,1275,601,57,8,,41.4,45.2
17,1117,Luc Longley,567,12006,4090,1685,3647,46.2,0,5,0.0,720,947,76.0,872,1922,2794,836,278,549,942,46.2,50.3
18,1118,Michael Brooks,319,9372,4086,1673,3445,48.6,5,33,15.2,735,1029,71.4,826,1175,2001,818,387,124,638,48.6,52.4
19,1118,Nick Weatherspoon,453,9680,4086,1712,3763,45.5,0,0,0.0,662,929,71.3,789,1443,2232,418,344,145,319,45.5,49.0
20,1120,Clint Richardson,586,11818,4084,1742,3761,46.3,11,45,24.4,589,765,77.0,533,845,1378,1461,360,105,751,46.5,49.8
21,1121,Mike Bratz,586,10613,4081,1578,3880,40.7,150,492,30.5,775,934,83.0,310,720,1030,1851,548,59,854,42.6,47.6
22,1122,Fred Schaus,334,6637,4070,1345,3826,35.2,,,,1380,1677,82.3,,,1609,961,,,,35.2,44.6
23,1123,Brian Taylor,330,10262,4064,1606,3295,48.7,157,417,37.6,695,865,80.3,291,506,797,1476,606,82,428,51.1,55.3
24,1124,Michael Carter-Williams,395,9942,4040,1498,3730,40.2,183,716,25.6,861,1221,70.5,379,1339,1718,1708,498,215,916,42.6,47.3
25,1125,Reggie Bullock Jr.,556,12558,4039,1441,3395,42.4,879,2284,38.5,278,336,82.7,188,1263,1451,647,318,81,301,55.4,57.0
26,1126,Jerry Reynolds,443,8379,4036,1420,3399,41.8,28,124,22.6,1168,1560,74.9,467,850,1317,904,486,250,718,42.2,49.4
27,1127,Kwame Brown,607,13387,4035,1518,3088,49.2,1,9,11.1,998,1750,57.0,1085,2248,3333,554,324,376,771,49.2,52.3
28,1128,Randy Wittman,543,11594,4034,1823,3636,50.1,17,53,32.1,371,493,75.3,187,573,760,1201,257,65,441,50.4,52.3
29,1129,Tim McCormick,483,10390,4030,1547,2893,53.5,1,16,6.3,935,1330,70.3,777,1589,2366,491,139,187,619,53.5,57.9
30,1130,Pat Garrity,552,11055,4017,1479,3543,41.7,631,1587,39.8,428,531,80.6,343,1114,1457,443,246,104,417,50.6,53.2
31,1131,Larry Nance Jr.,522,12125,4001,1647,3049,54.0,207,606,34.2,500,718,69.6,982,2256,3238,979,601,255,488,57.4,59.5
32,1132,Jim Barnes,454,9455,3997,1548,3607,42.9,,,,901,1317,68.4,,,2939,377,,,,42.9,47.7
33,1132,Jim Davis,597,10027,3997,1518,3291,46.1,,,,961,1425,67.4,198,380,3109,739,89,66,,46.1,51.0
34,1134,Vitaly Potapenko,610,11612,3995,1639,3424,47.9,1,6,16.7,716,1031,69.4,1067,1658,2725,418,258,209,786,47.9,51.5
35,1135,Duncan Robinson,349,9228,3981,1338,3088,43.3,1012,2543,39.8,293,336,87.2,66,880,946,601,185,69,338,59.7,61.5
36,1136,Immanuel Quickley,291,7375,3978,1320,3134,42.1,594,1586,37.5,744,868,85.7,131,849,980,1012,214,39,358,51.6,56.6
37,1137,Ron Behagen,388,9131,3977,1594,3750,42.5,0,0,0.0,789,1047,75.4,888,1824,2712,624,290,160,189,42.5,47.2
38,1138,Wally Walker,565,10168,3968,1720,3685,46.7,3,15,20.0,525,817,64.3,638,1121,1759,844,216,111,598,46.7,49.1
39,1139,Bob Hansen,575,11104,3952,1642,3512,46.8,165,511,32.3,503,760,66.2,408,874,1282,947,359,50,562,49.1,51.4
40,1140,Otis Smith,375,7720,3951,1540,3384,45.5,47,187,25.1,824,1082,76.2,604,812,1416,690,377,188,559,46.2,51.2
41,1141,Wendell Carter Jr.,315,8689,3947,1497,2893,51.7,241,722,33.4,712,979,72.7,729,1952,2681,631,195,240,506,55.9,59.4
42,1141,Charlie Ward,630,14083,3947,1400,3428,40.8,639,1754,36.4,508,659,77.1,242,1406,1648,2539,776,128,1038,50.2,53.1
43,1143,Chris Duhon,606,15527,3946,1353,3440,39.3,649,1788,36.3,591,754,78.4,200,1164,1364,2690,471,36,925,48.8,52.3
44,1144,Luke Kennard,395,9287,3941,1398,3077,45.4,790,1801,43.9,355,404,87.9,103,1015,1118,830,199,51,377,58.3,60.5
45,1145,Ronnie Brewer,502,11539,3940,1554,3169,49.0,90,355,25.4,742,1099,67.5,451,976,1427,828,622,120,390,50.5,53.9
46,1146,Richaun Holmes,458,8825,3934,1625,2695,60.3,49,179,27.4,635,852,74.5,792,1637,2429,437,234,426,385,61.2,64.1
47,1147,Kenny Gattison,494,9927,3923,1536,2956,52.0,1,12,8.3,850,1309,64.9,744,1583,2327,444,290,327,602,52.0,55.5
48,1148,John Shumate,318,9201,3920,1393,2698,51.6,0,1,0.0,1134,1576,72.0,605,1783,2388,574,323,224,365,51.6,57.8
49,1149,Jonas Jerebko,635,11323,3919,1465,3203,45.7,400,1101,36.3,589,765,77.0,763,1759,2522,525,321,153,438,52.0,55.4
50,1150,Kosta Koufos,686,11271,3913,1750,3277,53.4,0,4,0.0,413,710,58.2,1198,2254,3452,359,291,506,479,53.4,54.5
0,,,,,,,,,,,,,,,,,,,,,,,
1,1151,Nikola Mirotic,319,7718,3910,1303,3084,42.3,614,1712,35.9,690,854,80.8,301,1593,1894,407,240,228,381,52.2,56.5
2,1152,Pat Riley,528,8187,3906,1619,3914,41.4,,,,668,948,70.5,79,184,855,913,112,13,,41.4,45.1
3,1153,Slick Watts,437,11513,3901,1602,3876,41.3,,,,697,1168,59.7,455,943,1398,2678,961,111,239,41.3,44.4
4,1154,Reggie King,438,11345,3898,1512,2940,51.4,0,3,0.0,874,1251,69.9,850,1857,2707,691,365,147,653,51.4,55.8
5,1155,Jordan Farmar,504,9840,3888,1460,3452,42.3,583,1559,37.4,385,521,73.9,161,797,958,1453,391,56,695,50.7,52.8
6,1156,Jon Sundvold,502,8811,3886,1647,3642,45.2,226,576,39.2,366,431,84.9,132,422,554,1469,220,5,560,48.3,50.7
7,1157,Mitchell Wiggins,389,8105,3877,1596,3468,46.0,14,73,19.2,671,889,75.5,585,650,1235,609,397,34,453,46.2,50.2
8,1158,Jerome Williams,587,12747,3865,1425,2839,50.2,1,26,3.8,1014,1573,64.5,1448,2295,3743,474,618,128,587,50.2,54.7
9,1159,Brad Lohaus,656,10378,3854,1542,3507,44.0,392,1086,36.1,378,516,73.3,483,1386,1869,714,307,503,555,49.6,51.6
10,1160,Stan Miasek,365,3758,3851,1375,4166,33.0,,,,1101,1752,62.8,,,999,518,,,,33.0,39.0
11,1161,Aaron James,356,7671,3829,1609,3347,48.1,,,,611,804,76.0,549,921,1470,370,158,69,241,48.1,51.7
12,1162,Rick Roberson,423,10356,3826,1483,3369,44.0,,,,860,1470,58.5,364,688,3522,591,90,80,,44.0,47.6
13,1163,Scott Williams,746,12225,3825,1589,3402,46.7,5,45,11.1,642,890,72.1,1281,2225,3506,431,393,421,545,46.8,50.4
14,1164,Billy McKinney,476,9189,3823,1554,3154,49.3,3,48,6.3,712,868,82.0,134,543,677,1661,353,40,637,49.3,54.1
15,1165,Derrick Williams,428,8864,3809,1329,3064,43.4,251,838,30.0,900,1267,71.0,351,1342,1693,293,199,108,399,47.5,52.6
16,1166,Erick Strickland,501,10189,3780,1333,3400,39.2,404,1151,35.1,710,860,82.6,224,1093,1317,1203,422,41,668,45.1,50.0
17,1167,Jason Smith,616,10029,3777,1572,3360,46.8,84,252,33.3,549,701,78.3,656,1419,2075,453,208,408,507,48.0,51.5
18,1168,Bryn Forbes,431,8582,3776,1359,3119,43.6,720,1757,41.0,338,409,82.6,69,649,718,523,163,14,297,55.1,57.2
19,1169,Carlos Arroyo,569,10651,3770,1431,3269,43.8,137,405,33.8,771,956,80.6,210,755,965,1761,290,26,680,45.9,51.1
20,1170,Wilbur Holland,276,8171,3760,1608,3558,45.2,,,,544,681,79.9,276,566,842,922,475,44,408,45.2,48.7
21,1171,Chris Andersen,695,12272,3755,1336,2512,53.2,15,68,22.1,1068,1632,65.4,1176,2317,3493,337,312,991,513,53.5,58.1
22,1172,De'Andre Hunter,263,8080,3751,1337,2991,44.7,430,1184,36.3,647,798,81.1,164,914,1078,405,174,84,366,51.9,56.1
23,1173,Michael Kidd-Gilchrist,446,10978,3750,1462,3085,47.4,28,103,27.2,798,1116,71.5,703,1717,2420,515,296,304,400,47.8,52.4
24,1174,Maurice Evans,562,10917,3747,1429,3231,44.2,426,1172,36.3,463,590,78.5,559,825,1384,420,294,88,278,50.8,53.7
25,1174,Jeff Foster,764,15740,3747,1472,2961,49.7,7,54,13.0,796,1295,61.5,2101,3147,5248,703,507,308,613,49.8,53.1
26,1174,Monte Morris,375,9239,3747,1479,3102,47.7,439,1122,39.1,350,425,82.4,130,792,922,1437,283,70,285,54.8,57.0
27,1177,Donte DiVincenzo,354,9006,3746,1333,3117,42.8,743,1977,37.6,337,437,77.1,346,1209,1555,974,422,95,497,54.7,56.6
28,1178,Trenton Hassell,644,16279,3741,1549,3480,44.5,95,299,31.8,548,716,76.5,541,1285,1826,1132,282,272,597,45.9,49.3
29,1179,Will Perdue,792,12361,3740,1517,2943,51.5,1,15,6.7,705,1222,57.7,1420,2498,3918,595,226,527,813,51.6,53.7
30,1180,Chris Whitney,579,10049,3738,1227,3110,39.5,552,1528,36.1,732,837,87.5,97,718,815,1613,351,32,619,48.3,53.7
31,1181,Mike Scott,555,9183,3736,1434,3168,45.3,494,1365,36.2,374,494,75.7,378,1349,1727,499,183,74,357,53.1,55.2
32,1182,Devonte' Graham,336,8359,3733,1189,3202,37.1,767,2167,35.4,588,724,81.2,135,623,758,1448,258,53,470,49.1,53.0
33,1182,Dino Radja,224,7308,3733,1516,3052,49.7,0,3,0.0,701,954,73.5,497,1386,1883,356,201,282,495,49.7,53.8
34,1184,Popeye Jones,535,12580,3726,1574,3523,44.7,25,89,28.1,553,736,75.1,1623,2358,3981,696,300,161,603,45.0,48.4
35,1185,Luguentz Dort,292,8546,3723,1253,3113,40.3,564,1626,34.7,653,822,79.4,302,808,1110,470,269,111,355,49.3,53.6
36,1185,Rick Robey,493,8824,3723,1498,2993,50.1,1,8,12.5,726,1117,65.0,825,1476,2301,611,220,90,771,50.1,53.4
37,1187,Emmette Bryant,566,11451,3722,1501,3665,41.0,,,,720,1043,69.0,,,1593,1700,,,,41.0,45.1
38,1188,James Jones,709,11098,3717,1205,3003,40.1,776,1937,40.1,531,632,84.0,226,1050,1276,366,226,218,231,53.0,56.6
39,1189,Chris Childs,541,13620,3710,1288,3196,40.3,372,1082,34.4,762,934,81.6,196,1112,1308,2633,490,54,1064,46.1,51.4
40,1190,Bruce Brown,416,10453,3705,1450,3013,48.1,256,760,33.7,549,719,76.4,436,1329,1765,1033,384,213,465,52.4,55.6
41,1191,Duane Ferrell,583,8733,3704,1420,2961,48.0,42,146,28.8,822,1096,75.0,552,580,1132,509,302,105,509,48.7,53.8
42,1192,Jeff Turner,612,11244,3697,1543,3304,46.7,73,212,34.4,538,700,76.9,621,1415,2036,635,215,85,687,47.8,51.2
43,1193,Scott May,355,8029,3690,1432,3100,46.2,0,8,0.0,826,1018,81.1,508,942,1450,610,285,44,429,46.2,52.0
44,1194,Trevor Booker,532,10872,3679,1548,3003,51.5,75,246,30.5,508,799,63.6,1029,1903,2932,565,355,277,540,52.8,54.8
45,1195,Juan Dixon,436,8508,3678,1400,3393,41.3,331,972,34.1,547,657,83.3,155,661,816,775,341,34,552,46.1,49.9
46,1196,LaMelo Ball,184,5870,3675,1310,3070,42.7,526,1406,37.4,529,634,83.4,242,905,1147,1364,286,63,602,51.2,54.9
47,1196,Willie Cauley-Stein,422,9277,3675,1552,2853,54.4,6,32,18.8,565,923,61.2,694,1776,2470,598,349,335,384,54.5,56.4
48,1198,Tony Snell,601,13093,3672,1335,3097,43.1,728,1848,39.4,274,324,84.6,172,1199,1371,669,266,138,329,54.9,56.7
49,1199,Gordan Giricek,384,8824,3670,1424,3225,44.2,289,786,36.8,533,648,82.3,167,774,941,584,222,47,517,48.6,52.3
50,1200,Davis Bertans,475,8546,3661,1186,2810,42.2,885,2234,39.6,404,468,86.3,147,1012,1159,448,205,167,250,58.0,60.7
